date,total_pnl,trade_count,avg_pnl,total_volume,avg_trade_size,total_fees,unique_accounts,unique_coins,pnl_buy,pnl_sell,volume_buy,volume_sell,buy_sell_ratio
2025-03-07,150236.06,2552,58.87,19854275.48,7779.89,4916.5,14,22,9556363.19,10297912.29,39054.000154,111182.061473,0.3512616989227383
2025-03-08,24700.77,529,46.69,892083.51,1686.36,208.34,13,16,491470.58,400612.93,18323.215641,6377.557718,2.873076744755735
2025-03-09,19773.46,1422,13.91,10419697.99,7327.5,2377.06,12,36,5749450.63,4670247.36,10024.454019,9749.003376,1.0282541306144142
2025-03-10,-10010.03,2911,-3.44,16811790.68,5775.26,3488.37,14,15,9674895.209999999,7136895.47,4297.3227640000005,-14307.350034,-0.3003577220201896
2025-03-11,-76880.73,3286,-23.4,14016952.09,4265.66,2441.08,16,18,7019130.2,6997821.89,-3182.6336059999994,-73698.09543,0.04318474759239443
2025-03-12,288105.98,3968,72.61,18618139.15,4692.07,3658.41,13,10,8825921.68,9792217.47,5505.189324,282600.794891,0.01948044522182934
2025-03-13,14114.87,962,14.67,3285591.22,3415.38,809.19,13,14,1812326.8699999999,1473264.35,4495.391728,9619.479145000001,0.46732169101015375
2025-03-14,68646.16,2210,31.06,8047187.16,3641.26,1193.49,10,5,2344456.82,5702730.34,16834.031009000002,51812.12908,0.32490521009284096
2025-03-15,78694.62,261,301.51,2355749.54,9025.86,574.33,8,11,1253060.68,1102688.86,77131.281458,1563.343114,49.337366461597846
2025-03-16,-7910.94,530,-14.93,10187921.51,19222.49,2442.48,8,12,5178877.99,5009043.52,-6073.421338999998,-1837.5222059999999,3.3052251691945904
2025-03-17,26163.91,920,28.44,3592895.05,3905.32,807.74,11,14,1850513.66,1742381.3900000001,23175.609936,2988.296577,7.755455853652422
2025-03-18,72322.79,834,86.72,4050655.47,4856.9,857.94,13,16,2042232.04,2008423.43,65066.745073,7256.043751,8.967246937669831
2025-03-19,29374.68,1612,18.22,4598813.57,2852.86,784.49,12,17,1984073.6,2614739.97,575.387834,28799.294507,0.01997923295936685
2025-03-20,10246.86,771,13.29,1652257.93,2143.01,329.24,13,20,532280.11,1119977.82,1131.952449,9114.906987,0.12418693097225227
2025-03-21,6951.27,698,9.96,2543903.39,3644.56,633.46,9,12,1384837.61,1159065.78,940.281475,6010.988899,0.15642705956907813
2025-03-22,12498.54,535,23.36,971809.42,1816.47,268.83,8,13,290888.85,680920.57,6760.380922,5738.154332,1.1781453325774138
2025-03-23,14047.42,447,31.43,2593519.67,5802.06,597.22,10,22,1429479.34,1164040.3299999998,9716.439165,4330.98242,2.2434717990677506
2025-03-24,107878.96,1027,105.04,3017587.05,2938.25,531.11,13,34,588673.66,2428913.39,43977.362227,63901.599074,0.6882043982634688
2025-03-25,32030.91,791,40.49,5372519.77,6792.06,1401.35,13,30,2402915.93,2969603.84,742.22381,31288.68297,0.02372179701490973
2025-03-26,15802.17,3102,5.09,7597754.37,2449.31,1796.8,17,18,3893411.72,3704342.65,12654.160833,3148.006594,4.019736438094501
2025-03-27,58825.36,785,74.94,3240279.46,4127.74,714.02,11,17,1917581.74,1322697.72,34644.133669,24181.225552,1.4326871961808996
2025-03-28,21337.18,728,29.31,1483092.61,2037.22,389.28,11,20,1005287.82,477804.79,16780.238447,4556.940888,3.6823463760176876
2025-03-29,12098.87,1894,6.39,3668151.83,1936.72,839.84,10,16,2428806.3,1239345.53,19609.90333,-7511.030399,-2.610814348910792
2025-03-30,15795.12,568,27.81,2850874.96,5019.15,759.07,9,18,1854570.06,996304.9,10915.739255999999,4879.375884,2.2371174671491105
2025-03-31,6978.18,495,14.1,2164772.47,4373.28,482.0,12,15,833379.91,1331392.56,6431.113893,547.0706639999999,11.755523665725816
2025-04-01,-2202.66,192,-11.47,704445.19,3668.99,162.94,9,14,351576.03,352869.16,-8898.392471000001,6695.730229,-1.3289650027259183
2025-04-02,202212.74,1076,187.93,3867930.6,3594.73,1181.22,11,15,443255.3,3424675.3,9145.936815,193066.804123,0.04737187632629679
2025-04-03,-2365.96,1748,-1.35,8670233.15,4960.09,1337.12,17,13,5070214.9,3600018.25,-5540.250408,3174.289132,-1.7453509848229587
2025-04-04,-25515.68,1272,-20.06,3835545.73,3015.37,836.06,14,18,1941548.5,1893997.23,9840.899949999999,-35356.5789,-0.27833293080097543
2025-04-05,35907.34,360,99.74,1267564.22,3521.01,282.06,10,12,343598.62,923965.6,41.479757,35865.857953,0.0011565248459365401
2025-04-06,47053.45,1048,44.9,3551252.06,3388.6,618.44,14,17,2317153.58,1234098.48,42521.423735000004,4532.0255369999995,9.382430439859537
2025-04-07,34527.37,2814,12.27,14460253.14,5138.68,2766.56,18,19,8217447.34,6242805.8,102081.393576,-67554.023271,-1.5111075572449242
2025-04-08,34899.39,943,37.01,8869391.4,9405.51,2274.98,17,19,4215454.14,4653937.26,5518.60768,29380.787118,0.18783048493580237
2025-04-09,43120.44,3967,10.87,28556806.47,7198.59,6111.27,20,29,12882132.54,15674673.93,-157021.417608,200141.862405,-0.7845505929474486
2025-04-10,158261.82,2127,74.41,28741953.29,13512.91,6868.56,19,30,15383754.44,13358198.85,50570.493858,107691.32840299999,0.46958742303901063
2025-04-11,126406.48,1096,115.33,11319327.07,10327.85,2174.44,16,15,5125398.37,6193928.7,1712.662813,124693.816268,0.01373494572965903
2025-04-12,410419.69,2109,194.6,55914617.49,26512.38,11517.6,20,22,27734296.93,28180320.56,314404.777319,96014.917214,3.274540906427147
2025-04-13,48696.02,1321,36.86,14171154.79,10727.6,2568.34,17,22,9238014.24,4933140.55,6268.494057,42427.527464,0.14774591601108356
2025-04-14,45680.44,890,51.33,13079972.98,14696.6,2023.16,14,17,7246590.91,5833382.07,31030.642601,14649.800462,2.118161306246377
2025-04-15,72357.71,1131,63.98,20752168.24,18348.51,1866.9,14,15,9068870.01,11683298.23,14143.927511,58213.778771,0.24296528359160066
2025-04-16,58631.73,1608,36.46,36502715.9,22700.69,5997.62,17,15,19989081.09,16513634.809999999,-7148.74608,65780.476337,-0.10867580123166717
2025-04-17,5427.92,1031,5.26,2604551.51,2526.24,519.21,12,14,1515498.78,1089052.73,3080.104557,2347.815329,1.3119018378715772
2025-04-18,4880.4,1894,2.58,24610650.46,12994.01,4667.33,12,21,11842630.05,12768020.41,-41340.794895,46221.199639,-0.8944119651473946
2025-04-19,71950.58,2786,25.83,32706462.71,11739.58,6480.63,15,13,12069996.06,20636466.65,9622.918475,62327.65902,0.15439242339455952
2025-04-20,25060.34,1982,12.64,12126094.05,6118.11,1887.33,12,31,10723702.22,1402391.83,38105.027696000005,-13044.68576,-2.92111525859518
2025-04-21,34369.27,1718,20.01,42104054.84,24507.6,6356.09,14,35,21381479.79,20722575.05,-28091.9804,62461.248307,-0.44975053671960014
2025-04-22,58652.76,2998,19.56,33753625.24,11258.71,5749.69,15,27,9641710.53,24111914.71,-15001.366785,73654.130363,-0.20367312067081011
2025-04-23,-419020.23,6159,-68.03,30682443.79,4981.72,7342.08,19,44,16861415.3,13821028.49,-487967.42052,68947.194789,-7.077407789191789
2025-04-24,50704.4,2232,22.72,35088918.64,15720.84,7366.5,15,32,18102013.38,16986905.26,12006.159753,38698.236212,0.31025081807284466
2025-04-25,20218.86,1653,12.23,27749455.78,16787.33,6299.09,16,35,13366865.85,14382589.93,10305.058466,9913.80074,1.0394658614587142
2025-04-26,-4125.75,1131,-3.65,11948127.77,10564.22,2652.31,12,27,11559923.81,388203.96,-125.76292299999979,-3999.991019,0.03144080920267911
2025-04-27,2702.07,337,8.02,487537.69,1446.7,55.93,9,16,298718.49,188819.2,-13.596130000000006,2715.663598,-0.005006557146273924
2025-04-28,36906.81,1379,26.76,26124921.49,18944.83,6007.25,8,14,6783522.98,19341398.509999998,-5080.009457,41986.823216,-0.12099056196453534
2025-04-29,125749.61,2243,56.06,34089511.66,15198.18,5149.3,7,17,16298169.15,17791342.51,6768.329043,118981.284384,0.056885660809226475
2025-04-30,14003.8,1113,12.58,12693878.85,11405.1,2950.18,8,15,12162460.23,531418.62,6466.670494,7537.126775,0.8579754366709008
2025-05-01,54536.83,1230,44.34,10720240.52,8715.64,2652.61,11,11,2667207.55,8053032.97,-10477.987239999999,65014.816537,-0.16116306462041466
